"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"81","Epstein all the way in Michigan House 11. She is a wonderful person and, at the same time, a real fighter. Has my Strong Endorsement!",FALSE,54422,NA,2018-11-06 18:48:55,FALSE,NA,"1059880322500833281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12170,FALSE,FALSE,NA,NA
"82","RT @FLOTUS: Vote Red <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> MAGA <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> https://t.co/i95OiBimxA https://t.co/ncvDcAP8LZ",FALSE,0,NA,2018-11-06 18:11:30,FALSE,NA,"1059870907131445248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21065,TRUE,FALSE,NA,NA
"83","Bob Hugin, successful all of his life, would be a Great Senator from New Jersey. He has my complete and total Endor… https://t.co/RBrSwuNZsh",FALSE,64640,NA,2018-11-06 18:08:29,TRUE,NA,"1059870147845017601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15447,FALSE,FALSE,NA,NA
"84","POLLING LOCATIONS: https://t.co/0pWiwCHGbh",FALSE,36921,NA,2018-11-06 17:58:13,FALSE,NA,"1059867563746824192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",9967,FALSE,FALSE,NA,NA
"85","RT @realDonaldTrump: Fantastic #MAGARally<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>in West Virginia, thank you. Everyone get out and VOTE for Patrick @MorriseyWV and @CarolMillerW…",FALSE,0,NA,2018-11-06 16:27:29,FALSE,NA,"1059844729200930818",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12289,TRUE,FALSE,NA,NA
"86","RT @realDonaldTrump: Indiana Rally, and Coach Bobby Knight, were incredible last night. Packed House in Honor of Mike Braun for Senate. Mik…",FALSE,0,NA,2018-11-06 16:26:37,FALSE,NA,"1059844512556703746",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13380,TRUE,FALSE,NA,NA
"87","RT @realDonaldTrump: Get out and VOTE for @DeanHeller! https://t.co/4HEkpQL3oy",FALSE,0,NA,2018-11-06 16:26:15,FALSE,NA,"1059844420525268993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11161,TRUE,FALSE,NA,NA
"88","RT @realDonaldTrump: New York, get out and VOTE for @JohnFasoNy, a great and hardworking Congressman. We need John’s voice in D.C. His oppo…",FALSE,0,NA,2018-11-06 16:25:44,FALSE,NA,"1059844291760152576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15165,TRUE,FALSE,NA,NA
"89","RT @realDonaldTrump: If Chuck Schumer and Nancy Pelosi gain the majority, they will try to raise your taxes, restore job-killing regulation…",FALSE,0,NA,2018-11-06 16:25:09,FALSE,NA,"1059844145714487299",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18671,TRUE,FALSE,NA,NA
"90","RT @realDonaldTrump: Arizona is such a Great State but it needs Border Security which @MarthaMcSally will provide, and Krysten Sinema doesn…",FALSE,0,NA,2018-11-06 16:24:54,FALSE,NA,"1059844080354627584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16701,TRUE,FALSE,NA,NA
"91","RT @realDonaldTrump: Rumor has it that Senator Joe Donnelly of Indiana is paying for Facebook ads for his so-called opponent on the liberta…",FALSE,0,NA,2018-11-06 16:24:43,FALSE,NA,"1059844034829737985",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27732,TRUE,FALSE,NA,NA
"92","RT @realDonaldTrump: ....Lake Okeechobee and all of the hurricane money were a passion for Rick Scott, who called endlessly on behalf of th…",FALSE,0,NA,2018-11-06 16:24:13,FALSE,NA,"1059843907142467584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12593,TRUE,FALSE,NA,NA
"93","RT @realDonaldTrump: In all the time I’ve been President, almost two years, never once did Senator Bill Nelson call me to ask for help for…",FALSE,0,NA,2018-11-06 16:23:52,FALSE,NA,"1059843819770990592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16825,TRUE,FALSE,NA,NA
"94","RT @realDonaldTrump: Another fantastic #MAGARally tonight in the Great State of Florida. In just 3 days, the People of Florida are going to…",FALSE,0,NA,2018-11-06 16:23:23,FALSE,NA,"1059843699298000897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14202,TRUE,FALSE,NA,NA
"95","RT @realDonaldTrump: Thank you Macon, Georgia! Get out on Tuesday, November 6th and VOTE for @BrianKempGA as your next Governor to protect…",FALSE,0,NA,2018-11-06 16:21:12,FALSE,NA,"1059843147906322432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13548,TRUE,FALSE,NA,NA
"96","RT @realDonaldTrump: If @AndrewGillum did the same job with Florida that he has done in Tallahassee as Mayor, the State will be a crime rid…",FALSE,0,NA,2018-11-06 16:20:17,FALSE,NA,"1059842917769068544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18805,TRUE,FALSE,NA,NA
"97","RT @realDonaldTrump: No matter what she says, Senator Claire McCaskill will always vote against us and the Great State of Missouri! Vote fo…",FALSE,0,NA,2018-11-06 16:20:03,FALSE,NA,"1059842858797223937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21154,TRUE,FALSE,NA,NA
"98","RT @realDonaldTrump: I need @claudiatenney of #NY22 to be re-elected in order to get our big plans moving. Her opponent would be a disaster…",FALSE,0,NA,2018-11-06 16:19:39,FALSE,NA,"1059842759467646976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13468,TRUE,FALSE,NA,NA
"99","RT @realDonaldTrump: REMEMBER FLORIDA: I have been President of the United States for almost two years. During that time Senator Bill Nelso…",FALSE,0,NA,2018-11-06 16:19:24,FALSE,NA,"1059842697387753477",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22223,TRUE,FALSE,NA,NA
"100","RT @realDonaldTrump: Law Enforcement has been strongly notified to watch closely for any ILLEGAL VOTING which may take place in Tuesday’s E…",FALSE,0,NA,2018-11-06 16:19:12,FALSE,NA,"1059842646741528577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",37095,TRUE,FALSE,NA,NA
